candidate_intent,current_customer_message,conversation_context,historical_brand_response
customer_service_escalation,@AmazonHelp Please find attached screenshot https://t.co/uivHzbY3JE,"Customer: @AmazonHelp I unable to add money to my Amazon wallet. I called customer service but no action since one month
AmazonHelp: @119796 I'm sorry for the trouble. Could you tell us more about the issue you're facing while adding amount to your pay balance? ^GK
Customer: @AmazonHelp Please find attached screenshot https://t.co/uivHzbY3JE",@119796 I'm sorry for the trouble. Please submit your details here: https://t.co/GIJyeYqKE0 and we'll check right away. ^RW
other,@AmazonHelp I have shared the details I need immediate solution for this I have to give order today,"Customer: @AmazonHelp Please find attached screenshot https://t.co/uivHzbY3JE
AmazonHelp: @119796 I'm sorry for the trouble. Please submit your details here: https://t.co/GIJyeYqKE0 and we'll check right away. ^RW
Customer: @AmazonHelp I have shared the details I need immediate solution for this I have to give order today",@119796 Thanks. We'll check and revert at the earliest. ^HK
other,@AmazonHelp Still I didn't received any update from your end. I have to book order today,"Customer: @AmazonHelp I have shared the details I need immediate solution for this I have to give order today
AmazonHelp: @119796 Thanks. We'll check and revert at the earliest. ^HK
Customer: @AmazonHelp Still I didn't received any update from your end. I have to book order today",@119796 You must have received a response here: https://t.co/cx0UNsZXpj. Please let us know if you do not see the email here. ^KS
account_access,@AmazonHelp This is my account only. How you can say this is duplicate account.,"Customer: @AmazonHelp Till now also I don't received any update from your end
AmazonHelp: @119796 I see that we've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 (1/2)
Customer: @AmazonHelp This is my account only. How you can say this is duplicate account.","@119796 Twitter being a social platform, we wouldn't be able to check the account info here. Kindly reply to the email sent by us. ^PR"
product_device_issue,.@115850 will Echo help in playing Antakshari or if we could play same with her? :P #pp,Customer: .@115850 will Echo help in playing Antakshari or if we could play same with her? :P #pp,"@119797 You can ask Alexa, and it would play the song for you :) ^KA"
customer_service_escalation,@AmazonHelp whts benefit? chatted wth 1 of ur executive. aprt fr4 Sorry n Apology he has nothing 2 offer. if u cn do something better thn reply or leave,"Customer: @AmazonHelp apologies only dnt work. why last tim i was gvn assurance tht i wont repeat and now it happened again, whts your excuse now?
AmazonHelp: @119798 I’m sorry for the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0 We will look into it. ^SB
Customer: @AmazonHelp whts benefit? chatted wth 1 of ur executive. aprt fr4 Sorry n Apology he has nothing 2 offer. if u cn do something better thn reply or leave","@119798 I get you're upset. However, we'd like to get this sorted out, please share the details and we'll reach out to you. ^MS"
product_device_issue,@AmazonHelp I have a samsung and roku tvs. On both models I have trouble watching. The roku the most. The samsung is better but I've experienced buffer,"Customer: @116618 I'm having problems watching. Its always freezing or buffering.
AmazonHelp: @119799 We want to help but we need more information. Can you tell us more about what device you're using? ^EA
Customer: @AmazonHelp I have a samsung and roku tvs. On both models I have trouble watching. The roku the most. The samsung is better but I've experienced buffer",@119799 I'm sorry to hear this. Please try these tips and let us know if it improves: https://t.co/PnaAaBPiBh ^BH
payment_billing,@AmazonHelp Did you guys do anything?,"Customer: @AmazonHelp @7108 Found error on website, one click on $4.85 makes it $285 on card select screen https://t.co/zrzUwV6Cl1
AmazonHelp: @119903 to the payment page that you have in your 2nd screenshot? We want to help in the best way possible, so pls let us know! ^KN 2/2
Customer: @AmazonHelp Did you guys do anything?","@119903 (2/2) For account security reasons, we recommend that you delete any account sensitive information from Twitter. Thank you. ^SE"
refund_return,@AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller,"Customer: @AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.
AmazonHelp: @119904 You may refer here: https://t.co/M27c4qF86m for details on refund for return shipping charges. Hope this helps! 3/3 ^AB
Customer: @AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller",@119904 to our team internally to work on it. 2/2 ^SB
refund_return,@AmazonHelp Thanks a lot for helping your consumers we always grateful to u. There is no online shopping app where problems not occur but to help,"Customer: @AmazonHelp Also concern how I get my shipping charges back once self return product?
AmazonHelp: @119904 Please connect with us using this link here: https://t.co/00q4Sqj9zL for further assistance. ^KA
Customer: @AmazonHelp Thanks a lot for helping your consumers we always grateful to u. There is no online shopping app where problems not occur but to help",@119904 You're welcome. Appreciate your understanding. Do keep us posted for any further assistance and we'll be glad to hep you. ^MK
refund_return,@AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller,"Customer: @AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.
AmazonHelp: @119904 You may refer here: https://t.co/M27c4qF86m for details on refund for return shipping charges. Hope this helps! 3/3 ^AB
Customer: @AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller",@119904 I'm sorry you had an unpleasant experience regarding the return. I would pass on your comments as feedback 1/2 ^SB
payment_billing,@AmazonHelp Did you guys do anything?,"Customer: @AmazonHelp @7108 Found error on website, one click on $4.85 makes it $285 on card select screen https://t.co/zrzUwV6Cl1
AmazonHelp: @119903 to the payment page that you have in your 2nd screenshot? We want to help in the best way possible, so pls let us know! ^KN 2/2
Customer: @AmazonHelp Did you guys do anything?","@119903 (1/2) We're here to help! When you have the time, please reach us by phone/chat here: https://t.co/3NIamiPTw7. Thanks. ^SE"
product_device_issue,Hey @115821 wth does this mean? How can the iOS app on the phone be offline? #AmazonEcho https://t.co/bsAmAY4b38,Customer: Hey @115821 wth does this mean? How can the iOS app on the phone be offline? #AmazonEcho https://t.co/bsAmAY4b38,@119906 I'm sorry about the error you're seeing! Please try uninstalling and reinstalling the app. Let us know how it goes. ^JP
other,"@AmazonHelp #unprofessional order id # 403-7503264-7181114,403-8300003-6354735,403-5491238-8117144","Customer: @AmazonHelp where does a customer goes to share his/her concerns about the fullfillment centre
AmazonHelp: @119907 Could you please elaborate your concern about the fulfillment center so that I can assist you accordingly?^SF
Customer: @AmazonHelp #unprofessional order id # 403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",@119907 Please share your details here: https://t.co/GIJyeYqKE0 and I'll reach out to you. (2/2) ^KA
other,"@AmazonHelp #unprofessional order id # 403-7503264-7181114,403-8300003-6354735,403-5491238-8117144","Customer: @AmazonHelp where does a customer goes to share his/her concerns about the fullfillment centre
AmazonHelp: @119907 Could you please elaborate your concern about the fulfillment center so that I can assist you accordingly?^SF
Customer: @AmazonHelp #unprofessional order id # 403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",@119907 This doesn't seem to be right. Apologies for the delivery issue. This isn't what we intended. (1/2) ^KA
