candidate_intent,current_customer_message,historical_brand_response,conversation_context,escalation_signals
delivery_not_received,"@AmazonHelp Dear amazone, one of my order is not delivered Philips head phone with mic please take as priority I am not happy to your delivery boy","@122370 As mentioned earlier, please share your details in the link provided to you previously. ^SC","Customer: @AmazonHelp 9990776470 __email__
AmazonHelp: @122370 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA
Customer: @AmazonHelp Dear amazone, one of my order is not delivered Philips head phone with mic please take as priority I am not happy to your delivery boy","explicit_support_request, missing_delivery"
customer_service_escalation,@AmazonHelp Yes,@122371 You may check it out here: https://t.co/MGupOOYvHT. Do let us know for any further query. ^AM,"Customer: @AmazonHelp Sir pls update ur page abt prizes !! Or it seems to be a gimmick for us..
AmazonHelp: @122371 Are you looking for the results of the iPhone Quiz? If yes, kindly tell us more on this. ^SG
Customer: @AmazonHelp Yes",explicit_support_request
product_device_issue,@AmazonHelp Yes may I suggest you look at this issue,"@122483 Without giving account specifics, can you tell us a little more about the issue you're experiencing? ^AN","Customer: @117634 you need to sort out app on phones syncing problems
AmazonHelp: @122483 Sorry about this! Have you tried any troubleshooting steps like restarting the device or logging out and back in? ^QJ
Customer: @AmazonHelp Yes may I suggest you look at this issue",explicit_support_request
customer_service_escalation,@117634 you need to sort out app on phones syncing problems,@122483 Sorry about this! Have you tried any troubleshooting steps like restarting the device or logging out and back in? ^QJ,Customer: @117634 you need to sort out app on phones syncing problems,explicit_support_request
delivery_delay,@AmazonHelp Of course I have!,"@122485 Hi, did we provide a time line for when you should expect an update? ^TS","Customer: Still waiting for @115830 to call me regarding my complaint about their poor Prime service. Was supposed to happen on 28/10/17... 😡
AmazonHelp: @122485 I'm sorry to hear this! Have you checked for any e-mails indicating they haven't been able to reach you? ^MJ
Customer: @AmazonHelp Of course I have!",explicit_support_request
customer_service_escalation,@AmazonHelp I was told I would get a call back from Angelica who was dealing with my complaint on 28th October,@122485 Feedback for your complaint can be directed to our leadership via the email survey form you received after the contact. ^EM,"Customer: @AmazonHelp Of course I have!
AmazonHelp: @122485 Hi, did we provide a time line for when you should expect an update? ^TS
Customer: @AmazonHelp I was told I would get a call back from Angelica who was dealing with my complaint on 28th October",explicit_support_request
shipping_speed,@AmazonHelp I already completed that servey and provided poor feedback.,@122485 There would have been an option to receive another call back. Did you select that? ^PK,"Customer: @AmazonHelp I was told I would get a call back from Angelica who was dealing with my complaint on 28th October
AmazonHelp: @122485 Feedback for your complaint can be directed to our leadership via the email survey form you received after the contact. ^EM
Customer: @AmazonHelp I already completed that servey and provided poor feedback.",explicit_support_request
customer_service_escalation,@AmazonHelp Yes. I also emailed it and wrote it on the two feedback forms I received,"@122485 Please give us another call, Amber. We would like to talk further with you about your complaint. ^EM","Customer: @AmazonHelp I already completed that servey and provided poor feedback.
AmazonHelp: @122485 There would have been an option to receive another call back. Did you select that? ^PK
Customer: @AmazonHelp Yes. I also emailed it and wrote it on the two feedback forms I received",explicit_support_request
delivery_delay,Still waiting for @115830 to call me regarding my complaint about their poor Prime service. Was supposed to happen on 28/10/17... 😡,@122485 I'm sorry to hear this! Have you checked for any e-mails indicating they haven't been able to reach you? ^MJ,Customer: Still waiting for @115830 to call me regarding my complaint about their poor Prime service. Was supposed to happen on 28/10/17... 😡,explicit_support_request
refund_return,This is very sad to say that being a happy cust. this time had worst experience on returns. Yet not able to return. @115850 @AmazonHelp,@122482 Could you please tell us more about the issue for better understanding? ^HN,Customer: This is very sad to say that being a happy cust. this time had worst experience on returns. Yet not able to return. @115850 @AmazonHelp,high_frustration
other,"@115850 WTF! IT'S NOT POSSIBLE TO CONNECT TO YOUR CS TEAM, EITHER ON 180030009009 OR THROUGH THE APP","@122486 That seems odd. Any particular error, you are seeing? Do let us know. ^CB","Customer: @115850 WTF! IT'S NOT POSSIBLE TO CONNECT TO YOUR CS TEAM, EITHER ON 180030009009 OR THROUGH THE APP",high_frustration
other,"@AmazonHelp Yes, try dialing 180030009009, select any option, IVR would say use the app the call will disconnect.",@122486 You can connect with our team using this link: https://t.co/vlvfJr4nN9 select the issue codes given and you 1/2 ^KH,"Customer: @115850 WTF! IT'S NOT POSSIBLE TO CONNECT TO YOUR CS TEAM, EITHER ON 180030009009 OR THROUGH THE APP
AmazonHelp: @122486 That seems odd. Any particular error, you are seeing? Do let us know. ^CB
Customer: @AmazonHelp Yes, try dialing 180030009009, select any option, IVR would say use the app the call will disconnect.",high_frustration
other,"@AmazonHelp Yes, try dialing 180030009009, select any option, IVR would say use the app the call will disconnect.",@122486 can call us. 2/2 ^KH,"Customer: @115850 WTF! IT'S NOT POSSIBLE TO CONNECT TO YOUR CS TEAM, EITHER ON 180030009009 OR THROUGH THE APP
AmazonHelp: @122486 That seems odd. Any particular error, you are seeing? Do let us know. ^CB
Customer: @AmazonHelp Yes, try dialing 180030009009, select any option, IVR would say use the app the call will disconnect.",high_frustration
other,"@AmazonHelp Then try using the app, select language as English, IVR would state the unnecessary status info about the last the order, no further options","@122486 Sorry to learn that, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SU","Customer: @115850 WTF! IT'S NOT POSSIBLE TO CONNECT TO YOUR CS TEAM, EITHER ON 180030009009 OR THROUGH THE APP
AmazonHelp: @122486 That seems odd. Any particular error, you are seeing? Do let us know. ^CB
Customer: @AmazonHelp Then try using the app, select language as English, IVR would state the unnecessary status info about the last the order, no further options",high_frustration
customer_service_escalation,"@AmazonHelp Using my own brain, I selected a different language and after multiple attempts I was able to reach a human voice.",@122486 Apologies for the trouble. We'll consider this instance as feedback and will work on it for improvements. ^SU,"Customer: @AmazonHelp Then try using the app, select language as English, IVR would state the unnecessary status info about the last the order, no further options
AmazonHelp: @122486 Sorry to learn that, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SU
Customer: @AmazonHelp Using my own brain, I selected a different language and after multiple attempts I was able to reach a human voice.",explicit_support_request
customer_service_escalation,@115830 you really need to sort out your customer service!!! 5 phone calls and I'm still banging my head against a brick wall.,"@122488 Oh my! I'm sorry for the poor experience. Without sharing personal information, can you tell us more about what's going on? ^AL",Customer: @115830 you really need to sort out your customer service!!! 5 phone calls and I'm still banging my head against a brick wall.,explicit_support_request
delivery_not_received,@AmazonHelp Subscribe &amp;save delivery stating delivered but not received. Want a redelivery but not getting very far.,@122488 Have you tried getting in touch here: https://t.co/JzP7hlA23B? ^BM,"Customer: @115830 you really need to sort out your customer service!!! 5 phone calls and I'm still banging my head against a brick wall.
AmazonHelp: @122488 Oh my! I'm sorry for the poor experience. Without sharing personal information, can you tell us more about what's going on? ^AL
Customer: @AmazonHelp Subscribe &amp;save delivery stating delivered but not received. Want a redelivery but not getting very far.","explicit_support_request, missing_delivery"
delivery_not_received,@AmazonHelp Yes how else could I have called you 5 times regarding this?,"@122488 When you spoke with our support team, what options were we able to explore with you? ^WM","Customer: @AmazonHelp Subscribe &amp;save delivery stating delivered but not received. Want a redelivery but not getting very far.
AmazonHelp: @122488 Have you tried getting in touch here: https://t.co/JzP7hlA23B? ^BM
Customer: @AmazonHelp Yes how else could I have called you 5 times regarding this?",missing_delivery
